Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
-0.29482874863473196,-0.038270834920877975,-0.5540677512436588,0.1848258792059892,0.3500824566660891,-0.3502304870527489,0.33265633805298966,-0.12629815810852282,-0.03601818304912759,1.0249853705151446,-0.22566098344577668,-0.12004360642593409,0.7197250477276551,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,-0.7365720292366764,-0.5749141812387947,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,0.4070587863007005,-1.1980395097579866,0.28064131593404107,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,1.5039143162602946,-0.8080500236726174,0.1477470098307431,-0.199440991148615,-0.2876384574425296,0.12438647318417584,0.7657608350016585
-0.29482874863473196,-1.0106603459781025,-0.5540677512436588,0.4828872908432339,0.3500824566660891,-0.3502304870527489,0.5601558572210751,-0.12629815810852282,-0.03601818304912759,-0.21349564469373608,-0.14994719248114766,-0.15963159858607814,-0.1642306335374955,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,-0.7365720292366764,-0.5749141812387947,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,0.2941372684958662,-0.31087931493290694,0.4180498886958897,0.21181510180254534,-0.19927303148411477,-0.2824423108896146,0.3497090907851691,-0.016033201665888088,0.518903690034754,0.6275732900163251,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.40621112311617363
-0.29482874863473196,-0.038270834920877975,1.7296549799693344,0.3389454383940279,0.3500824566660891,-0.3502304870527489,-0.425675392507295,-0.12629815810852282,-1.1897591132857017,1.0249853705151446,-0.2635178789280912,-0.15963159858607814,-0.35759593881424684,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,-0.7365720292366764,-0.5749141812387947,-0.4303628237699172,-0.15968211351302047,-0.30081305824983723,0.2941372684958662,1.3643095879455105,0.741267768386665,0.16449707958714221,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,0.23729138465514235,1.1823805468884399,0.22931747746229217,-0.199440991148615,0.4256954122332026,1.7879738048661231,-0.7498720732409514
-0.29482874863473196,-1.0106603459781025,-0.5540677512436588,0.1848258792059892,0.3500824566660891,-0.3502304870527489,1.3943207608373882,-0.12629815810852282,-0.03601818304912759,1.0249853705151446,-0.07423340151651862,-0.08045561426579004,2.073282184664915,0.9075119316119963,-0.10799293622248544,2.791993665506893,0.3681353201786524,-0.7365720292366764,1.739390038779793,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-0.07156661452170444,0.09483200900511447,0.19804985897624625,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,0.9972651436182337,-0.14457316681893165,0.1477470098307431,-0.199440991148615,-1.4890428695279747,0.9923450810182353,0.14012166938988344
-0.29482874863473196,-1.0106603459781025,-0.5540677512436588,0.1106740158230649,0.3500824566660891,-0.3502304870527489,0.40848951110901816,-0.12629815810852282,-0.03601818304912759,-0.21349564469373608,-0.3013747744104057,-0.3179835672266544,0.2777472070950798,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,-0.7365720292366764,-0.5749141812387947,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,-0.5123475631283743,0.16774608588949805,0.09483200900511447,0.4182937441970322,2.695912161572449,-0.2824423108896146,-0.5611610991668988,-0.2693577879869185,-0.14457316681893165,0.5316080339792087,-0.199440991148615,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264
-0.29482874863473196,-0.09547021792424412,0.2071731591606723,0.31180488709047394,0.3500824566660891,-0.3502304870527489,-0.425675392507295,-0.12629815810852282,-1.061565676592749,-1.2564270259222672,-0.3770885653750347,-0.04086762210564599,-0.5647730516107663,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,1.3576404754825118,-0.5749141812387947,-0.562167955812708,-0.15968211351302047,-0.30081305824983723,0.2941372684958662,0.16774608588949805,0.4180498886958897,0.4733547155022285,-0.19927303148411477,-0.2824423108896146,0.3497090907851691,-0.2693577879869185,0.518903690034754,0.669158234299076,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.40621112311617363
-0.29482874863473196,1.4489131231666417,-0.5540677512436588,0.07093249427143226,0.3500824566660891,3.3696297378279514,1.3184875877813598,-0.12629815810852282,-0.9974689582462727,-1.1260606032687008,-0.2635178789280912,-0.3575715593867984,1.5898689214730366,-1.101913886932284,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,1.3576404754825118,-0.5749141812387947,-0.2985576917271264,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,1.6036222883567128,0.09483200900511447,0.25114436702054305,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,2.263888075223386,0.1871652616079112,0.06549107608464326,-0.199440991148615,1.7397314879516577,-0.6712422506637118,-0.40621112311617363
-0.29482874863473196,-1.0106603459781025,-0.5540677512436588,0.14072248333771395,0.3500824566660891,-0.3502304870527489,0.7876553763891605,-0.12629815810852282,-1.1897591132857017,-1.3867934485758335,-0.2635178789280912,-0.1992195907462222,0.8164077003660313,-1.101913886932284,-0.10799293622248544,-0.35816700172149124,-2.7163924382879365,1.3576404754825118,-0.5749141812387947,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,-0.5123475631283743,0.16774608588949805,-0.551603750376436,0.14298888767104995,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-0.016033201665888088,-0.8080500236726174,0.6275732900163251,-0.199440991148615,-1.0009723271182625,0.12438647318417584,1.545606837207885
-0.29482874863473196,-0.09547021792424412,-0.5540677512436588,0.5497693636984206,-2.856469900043596,-0.3502304870527489,1.6218202800054737,-0.12629815810852282,1.181819465533923,1.0249853705151446,-0.2635178789280912,-0.23880758290636625,0.4918302236514829,-1.101913886932284,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,-0.7365720292366764,-0.5749141812387947,0.09685770440124603,-0.15968211351302047,-0.30081305824983723,-0.5123475631283743,0.16774608588949805,-0.8748216300672113,0.17740199473679763,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,0.7439405572972032,-0.4763115952457745,0.7875153834115193,1.1273664447032237,-1.4890428695279747,0.9923450810182353,0.14012166938988344
-0.29482874863473196,-1.0106603459781025,-0.5540677512436588,0.31180488709047394,0.3500824566660891,-0.3502304870527489,0.48432268416504665,-0.12629815810852282,1.1177227471874465,1.0249853705151446,-0.18780408796346215,-0.1992195907462222,-0.39212545761366674,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,-0.7365720292366764,1.739390038779793,-0.562167955812708,-0.15968211351302047,-0.30081305824983723,0.6973796843079865,0.4070587863007005,0.4180498886958897,0.24622820886829339,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,0.4906159709761728,0.518903690034754,0.30768910322593723,-0.199440991148615,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264
-0.29482874863473196,-1.0106603459781025,-0.5540677512436588,0.44411507469529965,0.3500824566660891,-0.3502304870527489,-0.425675392507295,-0.12629815810852282,-1.1897591132857017,-0.21349564469373608,-0.14994719248114766,-0.15963159858607814,-0.35759593881424684,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,-0.7365720292366764,1.739390038779793,-0.4303628237699172,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,0.646371486711903,-0.22838587068566077,0.6935986007230148,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,0.9972651436182337,-0.4763115952457745,0.1477470098307431,-0.199440991148615,-0.8132528877299118,-1.4668709745115993,-1.3755112388527264
-0.29482874863473196,-1.0106603459781025,0.9684140695650034,-4.209520168460512,0.3500824566660891,-0.3502304870527489,-0.577341738619352,-0.12629815810852282,1.181819465533923,0.9598021591883613,-0.2635178789280912,-0.08045561426579004,-0.8133855869665894,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,-0.7365720292366764,-0.5749141812387947,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,-2.5285596421889753,-1.9860682178113243,-1.5212573894487618,-2.1971023927998017,-0.19927303148411477,-0.2824423108896146,-2.8383365740470685,-2.0426298922341317,-1.471526880526303,-1.963488622985818,-0.199440991148615,-1.4890428695279747,0.9923450810182353,0.14012166938988344
-0.29482874863473196,-0.09547021792424412,0.9684140695650034,-4.209520168460512,0.3500824566660891,-0.3502304870527489,0.02932364582887579,-0.12629815810852282,-1.1897591132857017,0.9598021591883613,-0.2635178789280912,-0.15963159858607814,-0.06754798089911936,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,1.3576404754825118,1.739390038779793,-0.562167955812708,-0.15968211351302047,-0.30081305824983723,-2.5285596421889753,-1.9860682178113243,-1.5212573894487618,-2.1971023927998017,-0.19927303148411477,-0.2824423108896146,-2.8383365740470685,-2.0426298922341317,-1.471526880526303,-1.963488622985818,-0.199440991148615,-0.2876384574425296,0.12438647318417584,0.7657608350016585
-0.29482874863473196,-0.09547021792424412,-0.5540677512436588,0.10340422529532721,0.3500824566660891,-0.3502304870527489,-0.425675392507295,-0.12629815810852282,-1.1897591132857017,-1.3867934485758335,-0.3013747744104057,-0.2783955750665103,0.22249997701600713,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,1.3576404754825118,-0.5749141812387947,-0.562167955812708,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-0.5501920153441094,0.09483200900511447,0.15675413049734901,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.016033201665888088,-1.1397884520994601,-0.04418350224348972,-0.199440991148615,-0.2876384574425296,0.12438647318417584,0.7657608350016585
-0.29482874863473196,1.3917137401632755,-0.5540677512436588,0.10340422529532721,0.3500824566660891,-0.3502304870527489,-1.2598402961236081,-0.12629815810852282,-1.1897591132857017,-1.3867934485758335,-0.3013747744104057,-0.3179835672266544,-0.4197490726532021,-1.101913886932284,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,1.3576404754825118,-0.5749141812387947,0.09685770440124603,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-0.5501920153441094,-1.5212573894487618,-2.1971023927998017,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.522682374307949,-1.471526880526303,-1.963488622985818,-0.199440991148615,0.4256954122332026,1.7879738048661231,-0.7498720732409514
-0.29482874863473196,1.162916208149811,-0.5540677512436588,0.19258032243557605,0.3500824566660891,-0.3502304870527489,2.0768193183416446,-0.12629815810852282,-0.03601818304912759,0.9598021591883613,-0.14994719248114766,-0.04086762210564599,-1.863082958468955,-1.101913886932284,-0.10799293622248544,-0.35816700172149124,0.3681353201786524,1.3576404754825118,-0.5749141812387947,0.3604679684868276,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-0.31087931493290694,0.4180498886958897,0.28064131593404107,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.016033201665888088,0.1871652616079112,0.10936090741589667,-0.199440991148615,0.4256954122332026,1.7879738048661231,-0.7498720732409514
